chr1	516375	516479	
chr1	14124232	14124335	
chr1	25964196	25964300	
chr1	28142736	28142841	
chr1	38926869	38926977	
chr1	37203609	37203716	
chr1	38396658	38396765	
chr1	52754321	52754462	
chr1	52805107	52805212	
chr1	43716466	43716556	
chr1	40177842	40177949	
chr1	50582403	50582511	
chr1	64384397	64384459	
chr1	61816418	61816522	
chr1	61852498	61852602	
chr1	62298148	62298256	
chr1	65415815	65416006	
chr1	66094460	66094546	
chr1	75538014	75538119	
chr1	77420324	77420386	
chr1	72717662	72717769	
chr1	63536710	63536770	
chr1	99978938	99979045	
chr1	88816778	88816885	
chr1	100000636	100000739	
chr1	90253455	90253559	
chr1	99784739	99784885	
chr1	55398513	55398620	
chr1	96225900	96226060	
chr1	101728641	101728737	
chr1	148263475	148263632	
chr1	73883713	73883822	
chr1	101859850	101859957	
chr1	119331396	119331525	
chr1	182982211	182982318	
chr1	168263374	168263481	
chr1	164351272	164351388	
chr1	185434243	185434305	
chr1	194488102	194488205	
chr1	200008504	200008607	
chr1	176217540	176217602	
chr1	218129794	218129952	
chr1	199888158	199888261	
chr1	180758721	180758817	
chr1	176243861	176244029	
chr1	200014688	200014795	
chr1	200054060	200054165	
chr1	120126973	120127074	
chr1	238325686	238325788	
chr1	221837333	221837437	
chr1	246189013	246189118	
chr1	248912689	248912795	
chr1	205566715	205566799	
chr1	210374153	210374267	
chr1	205595040	205595147	
chr1	186311824	186311928	
chr1	116413765	116413869	
chr1	67196139	67196243	
chr1	67267600	67267726	
chr1	67417213	67417318	
chr1	67541126	67541233	
chr1	10163267	10163374	
chr1	10298965	10299072	
chr1	247607125	247607201	
chr1	8292156	8292263	
chr1	155894280	155894386	
chr1	11908151	11908271	
chr1	11909807	11909927	
chr1	12077880	12077984	
chr1	161401288	161401395	
chr1	148014416	148014583	
chr1	148038752	148038916	
chr1	232700203	232700308	
chr1	64028893	64029000	
chr1	44390721	44390823	
chr1	44721785	44721902	
chr1	44731054	44731170	
chr1	44819882	44819997	
chr1	27675602	27675709	
chr1	27693730	27693835	
chr1	27824537	27824643	
chr1	16873707	16873851	
chr1	16895979	16896143	
chr1	222503631	222503735	
chr1	42991437	42991544	
chr1	43023548	43023637	
chr1	154039915	154040022	
chr1	155358711	155358818	
chr1	155419396	155419500	
chr1	143652049	143652215	
chr1	143699455	143699619	
chr1	143720509	143720644	
chr1	143729406	143729570	
chr1	143791541	143791687	
chr1	229535063	229535189	
chr1	224305379	224305483	
chr1	39723565	39723627	
chr1	150608506	150608623	
chr1	150701865	150701972	
chr1	220825775	220825893	
chr1	111650430	111650537	
chr1	39120939	39121043	
chr1	154338742	154338802	
chr1	150812590	150812698	
chr1	109591533	109591640	
chr1	51382307	51382414	
chr1	51538624	51538729	
chr1	92969603	92969710	
chr1	93010256	93010351	
chr1	20841240	20841302	
chr1	223373821	223373956	
chr1	232832016	232832187	
chr1	149636765	149636929	
chr1	149700150	149700296	
chr1	200933344	200933447	
chr1	225741274	225741380	
chr1	11152349	11152452	
chr1	240653366	240653477	
chr1	229383127	229383188	
chr1	28481361	28481480	
chr1	28648599	28648733	
chr1	92700818	92700934	
chr1	157783	157887	
chr1	151022745	151022852	
chr1	16514121	16514285	
chr1	16534080	16534224	
chr1	16666784	16666948	
chr1	21987815	21987919	
chr1	22010984	22011088	
chr1	16740515	16740679	
chr1	36402720	36402859	
chr1	23162703	23162810	
chr1	23163952	23164053	
chr1	146052080	146052244	
chr1	146288595	146288696	
chr1	48344208	48344315	
chr1	48447935	48448042	
chr1	144412575	144412740	
chr1	144523859	144524021	
chr1	144551778	144551943	
chr1	144560665	144560829	
chr1	145281115	145281279	
chr1	53688748	53688812	
chr1	172366539	172366646	
chr1	244954857	244954963	
chr1	245023014	245023118	
chr1	245043927	245044032	
chr1	245133926	245134090	
chr1	201733405	201733505	
chr1	112634718	112634784	
chr1	120850818	120850985	
chr1	120942599	120942763	
chr1	121008361	121008507	
chr1	42569032	42569139	
chr1	19305075	19305182	
chr1	6540853	6540964	
chr1	184821427	184821489	
chr1	111490316	111490423	
chr1	236267779	236267958	
chr1	160392767	160392909	
chr1	147079745	147079870	
chr1	147084615	147084756	
chr1	148522600	148522765	
chr1	148739378	148739479	
chr1	148939738	148939817	
chr1	149162782	149162944	
chr1	75183044	75183147	
chr1	154295502	154295601	
chr1	154297649	154297748	
chr1	235915414	235915521	
chr1	12569971	12570072	
chr1	12922553	12922660	
chr1	13279124	13279231	
chr1	151629323	151629430	
chr1	151747596	151747700	
chr1	223690050	223690114	
chr1	223976145	223976249	
chr1	67772592	67772653	
chr1	153331621	153331728	
chr1	120354986	120355148	
chr1	120571119	120571264	
chr1	150236966	150237156	
chr1	27325218	27325325	
chr1	172613427	172613534	
chr1	145169518	145169664	
chr1	145431526	145431693	
chr1	145465616	145465780	
chr1	65022967	65023074	
chr1	164639564	164639671	
chr1	164980034	164980137	
chr1	7219359	7219524	
chr1	179576267	179576349	
chr1	11226253	11226360	
chr1	26602368	26602432	
chr1	78088987	78089083	
chr1	758232	758336	
chr1	243081155	243081259	
chr1	8206433	8206597	
chr1	8883426	8883533	
chr1	148334611	148334767	
chr1	148362369	148362533	
chr1	148385828	148385963	
chr1	148388489	148388651	
chr1	148402714	148402875	
chr1	202410107	202410207	
chr1	24777872	24777979	
chr1	19510592	19510733	
chr1	203318995	203319099	
chr1	146376806	146376970	
chr1	146409902	146410062	
chr1	146862728	146862845	
chr1	182327067	182327174	
chr1	76753134	76753240	
chr1	233448625	233448781	
chr1	37885022	37885117	
chr1	37991461	37991569	
